Name,col.undertaken,Dob,Stream,Grade,state,city
Lightner,goverenment,20-10-2000,BE,10,alabama,madison`
Leace,goverenment,20-10-2000,MS,3.5,Pennsylvania,prattville*
Lutz,goverenment,20-10-2000,BCOM,6.5,louisiana,hoover#
Leman,goverenment,20-10-2000,BE,10,alabama,madison`
Long,goverenment,20-10-2000,BE,9.5,alaska,auburn~
Leonard,goverenment,20-10-2000,BE,10,alabama,madison`
Lancaster,goverenment,20-10-2000,BE,10,alabama,madison`
Locher,goverenment,20-10-2000,BE,5.5,Maryland,tuscaloosa$
Long,goverenment,20-10-2000,BE,10,alabama,madison`
Lippincott,goverenment,20-10-2000,BE,10,alabama,madison`
Lagan,goverenment,20-10-2000,BE,10,alabama,madison`
Landis,goverenment,20-10-2000,BE,7.5,california,dothan@
Lechleitner,goverenment,20-10-2000,BE,10,alabama,madison`
Lightner,goverenment,20-10-2000,BE,10,alabama,madison`
Lane,goverenment,20-10-2000,MBBS,10,alabama,madison`
Longenecker,goverenment,28-04-2005,BE,10,alabama,madison`
Leaman,goverenment,20-10-2000,BE,10,alabama,madison`
Lochler,goverenment,20-10-2000,BE,10,alabama,madison`
Lutz,goverenment,20-10-2000,BE,10,alabama,madison`
Lane,goverenment,20-10-2000,MTECH,8.5,arizona,decatur!
Lebkichler,goverenment,20-10-2000,BE,10,alabama,madison`
Lichty,goverenment,20-10-2000,BBA,10,alabama,madison`
Lagan,goverenment,20-10-2000,BE,10,alabama,madison`
McMillan,goverenment,18-11-2002,BE,10,alabama,madison`
McCleery,goverenment,20-10-2000,BSC,10,alabama,madison`
Moderwell,goverenment,20-10-2000,BE,10,alabama,madison`
Miller,goverenment,20-10-2000,BE,10,alabama,madison`
McDonald,goverenment,20-10-2000,BE,10,alabama,madison`
Miller,goverenment,20-10-2000,BE,10,alabama,madison`
Markee,goverenment,20-10-2000,BE,10,alabama,madison`
Miller,goverenment,12-12-2001,BE,6.5,louisiana,hoover#
Miller,goverenment,20-10-2000,BE,10,alabama,madison`
Metzger,goverenment,01-01-2003,BTECH,10,alabama,madison`
McCelvey,goverenment,20-10-2000,BE,10,alabama,madison`
Mulgrew,goverenment,20-10-2000,ME,10,alabama,madison`
Myers,goverenment,20-10-2000,MS,10,alabama,madison`
Miller,goverenment,20-10-2000,BE,10,alabama,madison`
McGinnis,goverenment,20-10-2000,BE,9.5,alaska,auburn~
Moore,goverenment,20-10-2000,BE,10,alabama,madison`
Mulford,goverenment,20-10-2000,BE,10,alabama,madison`
McCracken,goverenment,20-10-2000,BE,10,alabama,madison`
Miller,goverenment,20-10-2000,BE,10,alabama,madison`
Mowery,goverenment,20-10-2000,BE,10,alabama,madison`
McNair,goverenment,10-07-2004,BE,4.5,oregon,huntsville/
Messenkop,goverenment,20-10-2000,BE,10,alabama,madison`
Messenkop,goverenment,20-10-2000,BE,10,alabama,madison`
Musser,goverenment,20-10-2000,BE,10,alabama,madison`
Middleton,goverenment,20-10-2000,BCOM,10,alabama,madison`
Metzger,goverenment,20-10-2000,BE,2.5,vermont,gadsden+
Messersmith,goverenment,20-10-2000,MTECH,10,alabama,madison`
Moffet,goverenment,20-10-2000,BE,10,alabama,madison`
Metzger,goverenment,20-10-2000,BE,10,alabama,madison`
Metzger,goverenment,20-10-2000,BE,3.5,Pennsylvania,prattville*
McCalla,goverenment,20-10-2000,MBBS,10,alabama,madison`
Muhlenberg,goverenment,20-10-2000,BBA,10,alabama,madison`
Muhlenberg,private,20-10-2000,BE,10,alabama,madison`
Muhlenberg,goverenment,20-10-2000,BE,10,alabama,madison`
Miller,goverenment,20-10-2000,BE,10,alabama,madison`
Marshall,goverenment,20-10-2000,BE,10,alabama,madison`
McComsey,goverenment,20-10-2000,BE,10,alabama,madison`
Metzger,goverenment,20-10-2000,BE,10,alabama,madison`
Mayer,goverenment,20-10-2000,BE,10,alabama,madison`
Musketnuss,goverenment,20-10-2000,BTECH,7.5,california,dothan@
McDonald,goverenment,20-10-2000,BE,10,alabama,madison`
McLaughlin,goverenment,20-10-2000,BE,6.5,louisiana,hoover#
Mehaffey,goverenment,20-10-2000,BE,10,alabama,madison`
Miller,goverenment,28-04-2005,BE,10,alabama,madison`
Messersmith,goverenment,20-10-2000,BE,10,alabama,madison`
Miller,goverenment,20-10-2000,BE,10,alabama,madison`
McConomy,goverenment,20-10-2000,BE,10,alabama,madison`
Mumm,goverenment,20-10-2000,BE,10,alabama,madison`
Myer,goverenment,01-01-2003,BE,10,alabama,madison`
Myer,goverenment,20-10-2000,BE,10,alabama,madison`
Musketnuss,goverenment,20-10-2000,ME,10,alabama,madison`
Metzger,goverenment,18-11-2002,BE,10,alabama,madison`
McGrann,goverenment,20-10-2000,BSC,10,alabama,madison`
Morton,goverenment,20-10-2000,MTECH,10,alabama,madison`
Maxwell,goverenment,20-10-2000,BCOM,10,alabama,madison`
Miller,goverenment,20-10-2000,BE,10,alabama,madison`
Morton,goverenment,20-10-2000,BE,10,alabama,madison`
Mathiot,goverenment,20-10-2000,BE,10,alabama,madison`
Montgomery,goverenment,12-12-2001,BE,10,alabama,madison`
McGlinn,goverenment,20-10-2000,BE,8.5,arizona,decatur!
Miller,goverenment,20-10-2000,BE,10,alabama,madison`
McGonegal,private,20-10-2000,BE,10,alabama,madison`
McGinnis,goverenment,20-10-2000,BE,3.5,Pennsylvania,prattville*
Markley,goverenment,20-10-2000,BE,10,alabama,madison`
Miller,goverenment,20-10-2000,BE,9.5,alaska,auburn~
Metzger,goverenment,20-10-2000,MS,10,alabama,madison`
McLenegan,goverenment,20-10-2000,BE,10,alabama,madison`
McDonald,goverenment,20-10-2000,BE,2.5,vermont,gadsden+
Masch,goverenment,10-07-2004,BE,10,alabama,madison`
Miller,goverenment,20-10-2000,MBBS,10,alabama,madison`
Metzger,private,20-10-2000,BE,10,alabama,madison`
Mayer,goverenment,20-10-2000,BE,10,alabama,madison`
Martin,goverenment,20-10-2000,BE,10,alabama,madison`
McCulley,goverenment,20-10-2000,BE,10,alabama,madison`
Miller,goverenment,20-10-2000,BE,10,alabama,madison`
Millichsock,goverenment,20-10-2000,BTECH,10,alabama,madison`
Marion,goverenment,20-10-2000,BE,10,alabama,madison`
Mallon,goverenment,20-10-2000,MTECH,10,alabama,madison`
Miller,goverenment,20-10-2000,BE,10,alabama,madison`
Mackey,goverenment,20-10-2000,BBA,10,alabama,madison`
Marks,goverenment,20-10-2000,BE,5.5,Maryland,tuscaloosa$
Mathiot,goverenment,20-10-2000,BE,10,alabama,madison`
Millichsock,goverenment,28-04-2005,BE,10,alabama,madison`
Miller,goverenment,20-10-2000,BE,10,alabama,madison`
McGrann,goverenment,20-10-2000,BE,7.5,california,dothan@
Naumann,private,20-10-2000,BE,10,alabama,madison`
Naumann,goverenment,20-10-2000,BE,4.5,oregon,huntsville/
Nagle,goverenment,01-01-2003,BE,10,alabama,madison`
Naumann,goverenment,20-10-2000,BE,10,alabama,madison`
Nagle,goverenment,20-10-2000,ME,10,alabama,madison`
Nixdorf,goverenment,20-10-2000,BE,10,alabama,madison`
Newson,goverenment,20-10-2000,BE,10,alabama,madison`
Neff,goverenment,20-10-2000,BE,3.5,Pennsylvania,prattville*
Nagley,goverenment,20-10-2000,BCOM,10,alabama,madison`
Nourse,goverenment,20-10-2000,BE,9.5,alaska,auburn~
Nagle,goverenment,20-10-2000,BE,10,alabama,madison`
Nagle,goverenment,20-10-2000,BE,10,alabama,madison`
Donnell,goverenment,20-10-2000,BE,10,alabama,madison`
Oster,goverenment,20-10-2000,BE,10,alabama,madison`
Olmstead,goverenment,20-10-2000,BE,8.5,arizona,decatur!
Osterloh,goverenment,20-10-2000,BE,10,alabama,madison`
Oster,goverenment,10-07-2004,BE,10,alabama,madison`
Oster,goverenment,20-10-2000,BE,10,alabama,madison`
Ochner,goverenment,20-10-2000,BE,10,alabama,madison`
Oster,goverenment,20-10-2000,MS,10,alabama,madison`
Ogilby,goverenment,20-10-2000,BTECH,10,alabama,madison`
Offner,goverenment,12-12-2001,BE,2.5,vermont,gadsden+
Offney,goverenment,20-10-2000,MTECH,10,alabama,madison`
Pinkerton,goverenment,20-10-2000,BE,10,alabama,madison`
Powers,goverenment,20-10-2000,BSC,10,alabama,madison`
Pyle,goverenment,20-10-2000,BE,10,alabama,madison`
Peusch,goverenment,20-10-2000,BE,10,alabama,madison`
Poole,private,20-10-2000,BE,10,alabama,madison`
Poole,goverenment,20-10-2000,BE,10,alabama,madison`
Parvin,goverenment,18-11-2002,BE,10,alabama,madison`
Pennel,goverenment,20-10-2000,BE,10,alabama,madison`
Pennel,goverenment,20-10-2000,ME,10,alabama,madison`
Parry,goverenment,20-10-2000,MBBS,10,alabama,madison`
Parry,goverenment,20-10-2000,BBA,10,alabama,madison`
Porter,goverenment,20-10-2000,BE,10,alabama,madison`
Pyle,goverenment,01-01-2003,BE,10,alabama,madison`
Peiper,goverenment,20-10-2000,BE,10,alabama,madison`
Pinkerton,goverenment,20-10-2000,BE,10,alabama,madison`
Price,goverenment,20-10-2000,BCOM,10,alabama,madison`
Pinkerton,goverenment,20-10-2000,BE,10,alabama,madison`
Paulick,goverenment,20-10-2000,BE,10,alabama,madison`
Pearsol,goverenment,20-10-2000,BE,6.5,louisiana,hoover#
Parke,private,20-10-2000,BE,10,alabama,madison`
Patterson,goverenment,20-10-2000,BE,3.5,Pennsylvania,prattville*
Quinn,goverenment,20-10-2000,BE,9.5,alaska,auburn~
Russel,goverenment,20-10-2000,BE,10,alabama,madison`
Russel,goverenment,20-10-2000,MTECH,7.5,california,dothan@
Russel,goverenment,20-10-2000,BE,10,alabama,madison`
Reed,goverenment,28-04-2005,BE,10,alabama,madison`
Remley,goverenment,20-10-2000,BE,10,alabama,madison`
Rhine,goverenment,20-10-2000,BE,10,alabama,madison`
Resch,goverenment,20-10-2000,BE,10,alabama,madison`
Reitenbach,goverenment,20-10-2000,BE,10,alabama,madison`
Reitenbach,goverenment,20-10-2000,BTECH,10,alabama,madison`
Rittenhouse,goverenment,20-10-2000,BE,10,alabama,madison`
Rote,goverenment,10-07-2004,BE,10,alabama,madison`
Renniger,goverenment,20-10-2000,BE,10,alabama,madison`
Reigart,goverenment,20-10-2000,BE,10,alabama,madison`
Ripple,goverenment,20-10-2000,BE,10,alabama,madison`
Richards,goverenment,20-10-2000,BE,10,alabama,madison`
Rhoads,goverenment,20-10-2000,BE,10,alabama,madison`
Rauch,goverenment,20-10-2000,BE,10,alabama,madison`
Royer,goverenment,20-10-2000,BE,8.5,arizona,decatur!
Regan,goverenment,20-10-2000,BE,2.5,vermont,gadsden+
Rogers,goverenment,20-10-2000,BE,10,alabama,madison`
Rotharmel,private,20-10-2000,BE,10,alabama,madison`
Rogers,goverenment,20-10-2000,BE,10,alabama,madison`
Rohrer,goverenment,20-10-2000,BE,7.5,california,dothan@
Ritter,goverenment,01-01-2003,BE,10,alabama,madison`
Rohrer,goverenment,20-10-2000,BBA,10,alabama,madison`
Rathvon,goverenment,20-10-2000,ME,10,alabama,madison`
Reed,goverenment,20-10-2000,BE,10,alabama,madison`
Reed,goverenment,20-10-2000,BSC,10,alabama,madison`
Royal,goverenment,20-10-2000,BE,4.5,oregon,huntsville/
Reigart,goverenment,20-10-2000,MBBS,10,alabama,madison`
Rettallick,goverenment,12-12-2001,BE,10,alabama,madison`
Rhoads,goverenment,20-10-2000,BE,3.5,Pennsylvania,prattville*
Rhoads,goverenment,18-11-2002,BE,10,alabama,madison`
Rotharmel,goverenment,20-10-2000,BE,9.5,alaska,auburn~
Rathfon,goverenment,20-10-2000,BE,10,alabama,madison`
Reigart,goverenment,20-10-2000,BE,10,alabama,madison`
Reed,goverenment,28-04-2005,BE,10,alabama,madison`
Rogers,goverenment,20-10-2000,BE,10,alabama,madison`
Rupp,goverenment,20-10-2000,BCOM,10,alabama,madison`
Reed,goverenment,20-10-2000,BE,10,alabama,madison`
Rogers,goverenment,20-10-2000,MTECH,10,alabama,madison`
Rupley,goverenment,20-10-2000,BE,10,alabama,madison`
Remley,goverenment,20-10-2000,BE,10,alabama,madison`
Reigart,goverenment,20-10-2000,BE,10,alabama,madison`
Royer,goverenment,20-10-2000,BE,10,alabama,madison`
Royer,private,20-10-2000,BE,10,alabama,madison`
Reese,goverenment,20-10-2000,BE,5.5,Maryland,tuscaloosa$
Reitzel,goverenment,20-10-2000,BE,10,alabama,madison`
Rose,goverenment,20-10-2000,BE,8.5,arizona,decatur!
Smith,goverenment,20-10-2000,MS,10,alabama,madison`
Stine,goverenment,20-10-2000,BE,10,alabama,madison`
Schofield,goverenment,20-10-2000,BE,10,alabama,madison`
Sturgis,goverenment,20-10-2000,ME,10,alabama,madison`
Sehner,goverenment,20-10-2000,BE,10,alabama,madison`
Sehner,goverenment,20-10-2000,BE,10,alabama,madison`
Shreiner,goverenment,20-10-2000,BE,10,alabama,madison`
Shay,goverenment,20-10-2000,BTECH,10,alabama,madison`
Schaeffer,goverenment,20-10-2000,BBA,10,alabama,madison`
Sehner,goverenment,20-10-2000,BE,10,alabama,madison`
Shay,goverenment,01-01-2003,BE,10,alabama,madison`
Shaum,goverenment,20-10-2000,BE,10,alabama,madison`
Stewart,goverenment,20-10-2000,BE,10,alabama,madison`
Stehman,goverenment,20-10-2000,BE,6.5,louisiana,hoover#
Sherer,goverenment,20-10-2000,BE,9.5,alaska,auburn~
Selvert,goverenment,10-07-2004,BE,10,alabama,madison`
Steinman,goverenment,20-10-2000,BE,10,alabama,madison`
Scott,goverenment,20-10-2000,BE,2.5,vermont,gadsden+
Swentzel,private,20-10-2000,BE,10,alabama,madison`
Samson,goverenment,20-10-2000,MBBS,10,alabama,madison`
Snyder,goverenment,28-04-2005,BE,10,alabama,madison`
Shindle,goverenment,20-10-2000,BE,4.5,oregon,huntsville/
Sehner,goverenment,20-10-2000,BCOM,10,alabama,madison`
Shertz,goverenment,20-10-2000,BE,10,alabama,madison`
Spyker,goverenment,20-10-2000,MTECH,10,alabama,madison`
Shufflebottom,goverenment,20-10-2000,BE,10,alabama,madison`
Scheaffer,goverenment,20-10-2000,BE,10,alabama,madison`
Shreiner,goverenment,20-10-2000,BE,7.5,california,dothan@
Silvius,goverenment,20-10-2000,BE,10,alabama,madison`
Silvius,goverenment,20-10-2000,BSC,10,alabama,madison`
Sheaff,goverenment,20-10-2000,BE,10,alabama,madison`
Strein,goverenment,20-10-2000,BE,10,alabama,madison`
Steinman,goverenment,20-10-2000,BE,10,alabama,madison`
Sheller,goverenment,20-10-2000,BE,3.5,Pennsylvania,prattville*
Struble,goverenment,20-10-2000,BE,10,alabama,madison`
Snyder,goverenment,12-12-2001,BE,10,alabama,madison`
Shallus,goverenment,20-10-2000,BE,10,alabama,madison`
Shadel,goverenment,20-10-2000,BTECH,10,alabama,madison`
Spurrier,goverenment,20-10-2000,BE,10,alabama,madison`
Schaeffer,goverenment,20-10-2000,BE,10,alabama,madison`
Schuyler,goverenment,20-10-2000,BE,10,alabama,madison`
Shrumm,goverenment,20-10-2000,BE,10,alabama,madison`
Shauble,goverenment,20-10-2000,BE,10,alabama,madison`
Smith,goverenment,01-01-2003,BE,10,alabama,madison`
Stevens,goverenment,20-10-2000,BE,10,alabama,madison`
Seibert,goverenment,20-10-2000,ME,10,alabama,madison`
Shroat,goverenment,20-10-2000,BE,10,alabama,madison`
Swentzel,goverenment,20-10-2000,BE,10,alabama,madison`
Simpson,goverenment,20-10-2000,MS,8.5,arizona,decatur!
Swope,goverenment,20-10-2000,BE,10,alabama,madison`
Sherwood,goverenment,20-10-2000,BE,9.5,alaska,auburn~
Sabins,goverenment,20-10-2000,BE,10,alabama,madison`
Strickler,goverenment,20-10-2000,BE,10,alabama,madison`
Sherer,goverenment,28-04-2005,BBA,10,alabama,madison`
Sample,goverenment,20-10-2000,MTECH,10,alabama,madison`
Somers,goverenment,18-11-2002,BE,10,alabama,madison`
Scheaffer,goverenment,20-10-2000,BE,10,alabama,madison`
Stehman,goverenment,20-10-2000,BE,6.5,louisiana,hoover#
Shertz,goverenment,20-10-2000,BE,10,alabama,madison`
Stallings,goverenment,20-10-2000,BE,10,alabama,madison`
Shubrooks,goverenment,20-10-2000,BE,10,alabama,madison`
Smeltz,goverenment,20-10-2000,BCOM,10,alabama,madison`
Smith,private,20-10-2000,BE,2.5,vermont,gadsden+
Suydan,goverenment,10-07-2004,BE,10,alabama,madison`
Smith,goverenment,20-10-2000,MBBS,10,alabama,madison`
Scherff,goverenment,20-10-2000,BE,10,alabama,madison`
Snyder,goverenment,20-10-2000,BE,10,alabama,madison`
Suydan,goverenment,20-10-2000,BTECH,10,alabama,madison`
Steigerwalt,goverenment,20-10-2000,BE,10,alabama,madison`
Schuyler,goverenment,20-10-2000,BE,10,alabama,madison`
Shindle,goverenment,20-10-2000,BE,10,alabama,madison`
Shroeder,goverenment,20-10-2000,BE,10,alabama,madison`
Springer,goverenment,20-10-2000,BE,3.5,Pennsylvania,prattville*
Speigler,goverenment,20-10-2000,BE,10,alabama,madison`
Scherff,goverenment,20-10-2000,BE,10,alabama,madison`
Springer,goverenment,20-10-2000,ME,4.5,oregon,huntsville/
Steir,goverenment,20-10-2000,BE,10,alabama,madison`
Trissler,goverenment,20-10-2000,BE,10,alabama,madison`
Thomas,goverenment,20-10-2000,BE,7.5,california,dothan@
Turner,goverenment,20-10-2000,BE,10,alabama,madison`
Tallman,goverenment,20-10-2000,BE,10,alabama,madison`
Troyer,goverenment,20-10-2000,BE,10,alabama,madison`
Trissler,goverenment,01-01-2003,BE,10,alabama,madison`
Trissler,goverenment,28-04-2005,BE,10,alabama,madison`
Thompson,goverenment,20-10-2000,BE,10,alabama,madison`
Torr,goverenment,20-10-2000,BE,10,alabama,madison`
Trissler,goverenment,20-10-2000,BBA,10,alabama,madison`
Vorhiss,goverenment,20-10-2000,BE,8.5,arizona,decatur!
Voight,goverenment,20-10-2000,BE,9.5,alaska,auburn~
VanCamp,goverenment,20-10-2000,BSC,10,alabama,madison`
Vondersmith,goverenment,20-10-2000,BE,10,alabama,madison`
VanPatten,goverenment,20-10-2000,BE,10,alabama,madison`
Witmer,goverenment,20-10-2000,BE,10,alabama,madison`
Wolf,goverenment,20-10-2000,BE,10,alabama,madison`
Westhaeffer,goverenment,20-10-2000,BE,10,alabama,madison`
Winour,goverenment,20-10-2000,BE,10,alabama,madison`
Winour,goverenment,20-10-2000,BE,10,alabama,madison`
Winour,goverenment,20-10-2000,BE,10,alabama,madison`
White,goverenment,20-10-2000,BE,10,alabama,madison`
White,goverenment,20-10-2000,BE,10,alabama,madison`
Weitzel,goverenment,20-10-2000,BTECH,10,alabama,madison`
Weitzel,goverenment,20-10-2000,BE,10,alabama,madison`
Wilhelm,goverenment,20-10-2000,MTECH,10,alabama,madison`
Wind,goverenment,20-10-2000,BE,10,alabama,madison`
Wiley,goverenment,20-10-2000,BE,10,alabama,madison`
Wallace,goverenment,20-10-2000,BE,10,alabama,madison`
Wiley,goverenment,20-10-2000,BCOM,10,alabama,madison`
Wimer,goverenment,20-10-2000,BE,10,alabama,madison`
Wiley,goverenment,20-10-2000,ME,10,alabama,madison`
Waters,goverenment,01-01-2003,MBBS,9.5,alaska,auburn~
Weidler,goverenment,20-10-2000,BE,10,alabama,madison`
Withers,goverenment,20-10-2000,BE,10,alabama,madison`
Withers,goverenment,20-10-2000,BE,10,alabama,madison`
Weaver,goverenment,20-10-2000,BE,10,alabama,madison`
Wiley,goverenment,10-07-2004,BE,10,alabama,madison`
Werntz,goverenment,18-11-2002,BE,10,alabama,madison`
Wentz,goverenment,28-04-2005,BE,2.5,vermont,gadsden+
Withers,goverenment,20-10-2000,MS,5.5,Maryland,tuscaloosa$
Weitzel,goverenment,20-10-2000,BE,10,alabama,madison`
White,goverenment,12-12-2001,BE,10,alabama,madison`
Wilhelm,goverenment,20-10-2000,BE,10,alabama,madison`
Weiand,goverenment,20-10-2000,BE,10,alabama,madison`
Wright,goverenment,20-10-2000,BE,10,alabama,madison`
Wisner,goverenment,20-10-2000,BE,10,alabama,madison`
Walz,goverenment,20-10-2000,BE,10,alabama,madison`
Waters,goverenment,20-10-2000,BE,10,alabama,madison`
Widmyer,goverenment,20-10-2000,BE,10,alabama,madison`
Warfel,goverenment,20-10-2000,BE,10,alabama,madison`
Waltz,goverenment,20-10-2000,BBA,10,alabama,madison`
Wayne,goverenment,20-10-2000,BE,4.5,oregon,huntsville/
Wilhelm,goverenment,20-10-2000,BE,10,alabama,madison`
White,goverenment,20-10-2000,BE,7.5,california,dothan@
Weiss,goverenment,20-10-2000,BE,3.5,Pennsylvania,prattville*
Weidman,goverenment,20-10-2000,BE,10,alabama,madison`
Weaver,goverenment,20-10-2000,BE,10,alabama,madison`
Weaver,goverenment,20-10-2000,BE,10,alabama,madison`
Wiley,goverenment,20-10-2000,BE,9.5,alaska,auburn~
Whitehill,goverenment,20-10-2000,BE,10,alabama,madison`
Wedmyer,goverenment,20-10-2000,BE,10,alabama,madison`
Weigand,goverenment,20-10-2000,BTECH,10,alabama,madison`
Whitaker,goverenment,28-04-2005,BE,10,alabama,madison`
Whiteside,goverenment,20-10-2000,BE,6.5,louisiana,hoover#
Winour,goverenment,01-01-2003,BE,10,alabama,madison`
Weaver,goverenment,20-10-2000,BE,10,alabama,madison`
Wiley,goverenment,20-10-2000,MTECH,8.5,arizona,decatur!
Westhaeffer,goverenment,20-10-2000,BE,10,alabama,madison`
Williams,goverenment,20-10-2000,BSC,10,alabama,madison`
Yeates,goverenment,20-10-2000,ME,10,alabama,madison`
Yeates,goverenment,20-10-2000,BE,10,alabama,madison`
Yarrell,goverenment,20-10-2000,BE,10,alabama,madison`
Young,goverenment,20-10-2000,BE,10,alabama,madison`
Young,goverenment,20-10-2000,BE,10,alabama,madison`
Yeager,goverenment,20-10-2000,BE,10,alabama,madison`
Yersley,goverenment,20-10-2000,BE,10,alabama,madison`
Yeager,goverenment,20-10-2000,BE,10,alabama,madison`
Youngman,goverenment,20-10-2000,BE,10,alabama,madison`
Yerger,goverenment,20-10-2000,BE,10,alabama,madison`
Yersley,goverenment,20-10-2000,BE,10,alabama,madison`
Yost,goverenment,20-10-2000,BE,2.5,vermont,gadsden+
Zahm,goverenment,20-10-2000,BE,10,alabama,madison`
Zahm,goverenment,20-10-2000,BCOM,10,alabama,madison`
Zahm,goverenment,20-10-2000,BBA,9.5,alaska,auburn~
Zahm,goverenment,20-10-2000,BE,10,alabama,madison`
Zecher,goverenment,20-10-2000,BE,10,alabama,madison`
Zecher,goverenment,20-10-2000,MBBS,10,alabama,madison`
Zecher,goverenment,20-10-2000,BE,10,alabama,madison`
Zedel,goverenment,10-07-2004,BE,10,alabama,madison`
Zimmerman,goverenment,20-10-2000,BE,10,alabama,madison`
Zahm,goverenment,20-10-2000,BE,10,alabama,madison`
Zuber,goverenment,20-10-2000,BE,10,alabama,madison`
Zahm,goverenment,20-10-2000,BE,10,alabama,madison`
Zellers,goverenment,20-10-2000,MS,10,alabama,madison`
Zellers,goverenment,20-10-2000,BE,10,alabama,madison`
Michael,goverenment,20-10-2000,BE,10,alabama,madison`
Loag,goverenment,20-10-2000,BE,10,alabama,madison`
Peterman,goverenment,01-01-2003,BE,10,alabama,madison`
Kaufman,goverenment,12-12-2001,BE,10,alabama,madison`
Dern,goverenment,20-10-2000,BE,10,alabama,madison`
Higgins,goverenment,20-10-2000,BTECH,10,alabama,madison`
Flake,goverenment,28-04-2005,BE,10,alabama,madison`
Bates,goverenment,20-10-2000,BE,10,alabama,madison`
St. Mary,goverenment,20-10-2000,BE,10,alabama,madison`
Trinity,goverenment,20-10-2000,BE,10,alabama,madison`
St. James,goverenment,20-10-2000,BE,10,alabama,madison`
Methodist,goverenment,20-10-2000,BE,10,alabama,madison`
Moravian,goverenment,20-10-2000,BE,7.5,california,dothan@
Reformed,goverenment,20-10-2000,BE,4.5,oregon,huntsville/
Presbyterian,goverenment,18-11-2002,BE,10,alabama,madison`
German,goverenment,20-10-2000,BE,3.5,Pennsylvania,prattville*
New Jeruslem,goverenment,20-10-2000,BE,8.5,arizona,decatur!
Baptist,goverenment,20-10-2000,BE,6.5,louisiana,hoover#
St. James,goverenment,20-10-2000,BE,10,alabama,madison`
Isaac Gilmore,goverenment,20-10-2000,ME,10,alabama,madison`
Jacob,goverenment,20-10-2000,BE,10,alabama,madison`
Christiana,goverenment,20-10-2000,BE,10,alabama,madison`
George,goverenment,20-10-2000,MTECH,10,alabama,madison`
Michael,goverenment,20-10-2000,BE,10,alabama,madison`
John L,goverenment,20-10-2000,BBA,10,alabama,madison`
Conrad,goverenment,20-10-2000,BE,10,alabama,madison`
Washington L,goverenment,20-10-2000,BE,10,alabama,madison`
Arthur,private,20-10-2000,BE,10,alabama,madison`
Matthew,goverenment,20-10-2000,BE,9.5,alaska,auburn~
John,goverenment,20-10-2000,BE,10,alabama,madison`
Charles,goverenment,20-10-2000,MBBS,10,alabama,madison`
Frederick,goverenment,20-10-2000,BE,10,alabama,madison`
John,goverenment,10-07-2004,BSC,10,alabama,madison`
Adam W,goverenment,20-10-2000,BE,10,alabama,madison`
William,goverenment,20-10-2000,BE,10,alabama,madison`
Jacob B,goverenment,01-01-2003,BE,10,alabama,madison`
Peter A,goverenment,20-10-2000,BE,10,alabama,madison`
Conrad,goverenment,20-10-2000,BE,10,alabama,madison`
Lewis,goverenment,20-10-2000,BCOM,10,alabama,madison`
John,goverenment,20-10-2000,BE,2.5,vermont,gadsden+
Philip,goverenment,20-10-2000,BE,10,alabama,madison`
Jacob,goverenment,20-10-2000,BE,10,alabama,madison`
William,goverenment,20-10-2000,BE,10,alabama,madison`
George,goverenment,20-10-2000,BE,10,alabama,madison`
Robert,goverenment,20-10-2000,BE,10,alabama,madison`
Michael,goverenment,20-10-2000,BE,10,alabama,madison`
John,goverenment,20-10-2000,BE,10,alabama,madison`
John,goverenment,20-10-2000,BTECH,10,alabama,madison`
of Pennsylvania,goverenment,20-10-2000,BE,3.5,Pennsylvania,prattville*
Farmer,goverenment,20-10-2000,MS,8.5,arizona,decatur!
Lancaster County,goverenment,20-10-2000,BE,6.5,louisiana,hoover#
Lancaster,goverenment,12-12-2001,BE,10,alabama,madison`
Peter,goverenment,20-10-2000,BE,10,alabama,madison`
Bernard,goverenment,20-10-2000,BE,10,alabama,madison`
Martin,goverenment,20-10-2000,BE,5.5,Maryland,tuscaloosa$
Philip,goverenment,20-10-2000,BE,10,alabama,madison`
Henry F,goverenment,20-10-2000,BE,10,alabama,madison`
John L,goverenment,28-04-2005,BE,7.5,california,dothan@
Peter,goverenment,20-10-2000,BE,9.5,alaska,auburn~
Casper,goverenment,20-10-2000,BE,10,alabama,madison`
Catharine,goverenment,20-10-2000,BE,10,alabama,madison`
John,goverenment,20-10-2000,BE,10,alabama,madison`
Elizabeth,goverenment,20-10-2000,BE,10,alabama,madison`
Mrs,goverenment,20-10-2000,BE,10,alabama,madison`
John,goverenment,20-10-2000,BE,10,alabama,madison`
Elizabeth,goverenment,20-10-2000,BE,10,alabama,madison`
William,goverenment,20-10-2000,BE,10,alabama,madison`
Abraham,goverenment,20-10-2000,ME,4.5,oregon,huntsville/
Joseph,goverenment,18-11-2002,BE,10,alabama,madison`
Jacob,goverenment,20-10-2000,MTECH,10,alabama,madison`
Ephraim,goverenment,20-10-2000,BE,10,alabama,madison`
Dayton,goverenment,20-10-2000,BE,10,alabama,madison`
Allison,goverenment,20-10-2000,BBA,10,alabama,madison`
Joseph,goverenment,20-10-2000,BE,10,alabama,madison`
John,goverenment,01-01-2003,BE,10,alabama,madison`
William,goverenment,20-10-2000,BE,10,alabama,madison`
John,goverenment,20-10-2000,BE,10,alabama,madison`
Henry,goverenment,10-07-2004,BE,10,alabama,madison`
Jacob,goverenment,20-10-2000,BE,10,alabama,madison`
